state,title,publication_date,report_type,sector,audit_year,detail_url,pdf_url,pdf_size_mb,scraped_at,report_no
Himachal Pradesh,Report No. 5 of 2012 - Financial and Performance Audit on District Kinnaur of Government of Himachal Pradesh,,Performance,Transport & Infrastructure,2011-12,https://cag.gov.in/en/audit-report/details/6609,/webroot/uploads/download_audit_report/2012/Himachal_Pradesh_Report_5_2012.pdf,,2026-07-22T13:42:08Z,5/2012
Himachal Pradesh,Report No. 4 of 2012 - Performance Audit on Economic Sector (Public Sector Undertakings) of Government of Himachal Pradesh,,Performance,,2011-12,https://cag.gov.in/en/audit-report/details/6547,/webroot/uploads/download_audit_report/2012/Himachal_Pradesh_Report_4_2012.pdf,,2026-07-22T13:42:08Z,4/2012
Himachal Pradesh,Report No. 3 of 2012 - Performance Audit on Revenue Sector of Government of Himachal Pradesh,,Performance,,2011-12,https://cag.gov.in/en/audit-report/details/6410,/webroot/uploads/download_audit_report/2012/Himachal_Pradesh_Report_3_2012.pdf,,2026-07-22T13:42:08Z,3/2012
Himachal Pradesh,"Report No. 2 of 2012 - Performance Audit on Social,General and Economic Sector(Non Public Sector Undertakings) of Government of Himachal Pradesh",,Performance,Transport & Infrastructure,2011-12,https://cag.gov.in/en/audit-report/details/6355,/webroot/uploads/download_audit_report/2012/Himachal_Pradesh_Report_2_2012.pdf,,2026-07-22T13:42:08Z,2/2012
Himachal Pradesh,"Report No. 1 of 2012 - Compliance, Financial and Performance Audit on State Finances of Government of Himachal Pradesh",,Performance,,2011-12,https://cag.gov.in/en/audit-report/details/6290,/webroot/uploads/download_audit_report/2012/Himachal_Pradesh_Report_1_2012.pdf,,2026-07-22T13:42:08Z,1/2012
Himachal Pradesh,Report of 2011 - Performance Audit on District Mandi of Government of Himachal Pradesh,,Performance,Transport & Infrastructure,2010-11,https://cag.gov.in/en/audit-report/details/6194,/webroot/uploads/download_audit_report/2011/Himachal_Pradesh_Dist_Mandi_2011.pdf,,2026-07-22T13:42:51Z,
Himachal Pradesh,"Report of 2011 - Compliance, Financial and Performance Audit on State Finance of Government of Himachal Pradesh",,Performance,,2010-11,https://cag.gov.in/en/audit-report/details/6123,/webroot/uploads/download_audit_report/2011/Himachal_Pradesh_SF_2011.pdf,,2026-07-22T13:42:51Z,
Himachal Pradesh,Report of 2011 - Performance Audit on Revenue of Government of Himachal Pradesh,,Performance,,2010-11,https://cag.gov.in/en/audit-report/details/6041,/webroot/uploads/download_audit_report/2011/Himachal_Pradesh_Revenue_2011.pdf,,2026-07-22T13:42:51Z,
Himachal Pradesh,Report of 2011 - Financial Audit on Commercial of Government of Himachal Pradesh,,Financial,,2010-11,https://cag.gov.in/en/audit-report/details/5976,/webroot/uploads/download_audit_report/2011/Himachal_Pradesh_Commercial_2011.pdf,,2026-07-22T13:42:51Z,
Himachal Pradesh,Report of 2011 - Performance Audit on Civil of Government of Himachal Pradesh,,Performance,Industry and Commerce,2010-11,https://cag.gov.in/en/audit-report/details/5865,/webroot/uploads/download_audit_report/2011/Himachal_Pradesh_Civil_2011.pdf,,2026-07-22T13:42:56Z,
Himachal Pradesh,"Report of 2010 - Compliance, Financial and Performance Audit on State Finances of Government of Himachal Pradesh",,Performance,,2009-10,https://cag.gov.in/en/audit-report/details/5756,/webroot/uploads/download_audit_report/2010/Himachal_Pradesh_SF_2010.pdf,,2026-07-22T13:43:45Z,
Himachal Pradesh,Report of 2010 - Financial Audit on Revenue of Government of Himachal Pradesh,,Financial,,2009-10,https://cag.gov.in/en/audit-report/details/5673,/webroot/uploads/download_audit_report/2010/Himachal_Pradesh_Revenue_2010.pdf,,2026-07-22T13:43:49Z,
Himachal Pradesh,Report of 2010 - Financial Audit on Commercial of Government of Himachal Pradesh,,Financial,,2009-10,https://cag.gov.in/en/audit-report/details/5642,/webroot/uploads/download_audit_report/2010/Himachal_Pradesh_Commercial_2010.pdf,,2026-07-22T13:43:49Z,
Himachal Pradesh,Report No. 2 of 2010 - Performance and Financial Audit on Civil of Government of Himachal Pradesh,,Financial,Agriculture and Rural Development,2009-10,https://cag.gov.in/en/audit-report/details/641,/webroot/uploads/download_audit_report/2010/Himachal_Pradesh_civil_sector_2_2010.pdf,,2026-07-22T13:44:06Z,2/2010
Himachal Pradesh,Report of 2009 - Financial and Performance Audit on District Sirmour of Government of Himachal Pradesh,,Performance,,2008-09,https://cag.gov.in/en/audit-report/details/5565,/webroot/uploads/download_audit_report/2009/Himachal_Pradesh_Dist_2009.pdf,,2026-07-22T13:44:33Z,
Himachal Pradesh,Report of 2009 - Financial and Performance Audit on State Finance of Government of Himachal Pradesh,,Performance,,2008-09,https://cag.gov.in/en/audit-report/details/5498,/webroot/uploads/download_audit_report/2009/Himachal_Pradesh_SF_2009.pdf,,2026-07-22T13:44:33Z,
Himachal Pradesh,Report of 2009 - Financial Audit on Revenue of Government of Himachal Pradesh,,Financial,,2008-09,https://cag.gov.in/en/audit-report/details/5452,/webroot/uploads/download_audit_report/2009/Himachal_Pradesh_Revenue_2009.pdf,,2026-07-22T13:44:33Z,
Himachal Pradesh,Report of 2009 - Financial Audit on Commercial of Government of Himachal Pradesh,,Financial,,2008-09,https://cag.gov.in/en/audit-report/details/5364,/webroot/uploads/download_audit_report/2009/Himachal_Pradesh_Commercial_2009.pdf,,2026-07-22T13:44:33Z,
Himachal Pradesh,Report of 2009 - Performance Audit on Civil of Government of Himachal Pradesh,,Performance,,2008-09,https://cag.gov.in/en/audit-report/details/5277,/webroot/uploads/download_audit_report/2009/Himachal_Pradesh_Civil_2009.pdf,,2026-07-22T13:44:33Z,
Jharkhand,Report No. 4 of 2025 : Report of the  Comptroller and Auditor General of India  on Management of Minor Minerals in Jharkhand  for the year ended 31 March 2022,,,Taxes and Duties,2021-22,https://cag.gov.in/en/audit-report/details/123491,/webroot/uploads/download_audit_report/2025/Report-No.-4-of-2025_Minerals-English-(17-10-2025)-0693badaebe3ad3.67881788.pdf,,2026-07-22T13:05:13Z,4/2025
Jharkhand,Report No. 2 of 2025 : State Finances Audit Report of the Comptroller and Auditor General of India for the year 2023-24.,,Financial,Finance,2023-24,https://cag.gov.in/en/audit-report/details/122657,/webroot/uploads/download_audit_report/2025/Report-No.-2-of-2025_SFAR-2023-24-JHR_English-(07-04-2025)-068ac5ca6c09607.42209585.pdf,,2026-07-22T13:05:26Z,2/2025
Jharkhand,Report No. 4 of 2024 : State Finances Audit Report of the  Comptroller and Auditor General of India for the year ended 31 March 2023,,Financial,Finance,2022-23,https://cag.gov.in/en/audit-report/details/120276,/webroot/uploads/download_audit_report/2024/SFAR-2022-23_JHR_Report-No.-4-of-2024_English-(08-05-2024)-066acd913879bd9.72893613.pdf,,2026-07-22T13:06:49Z,4/2024
Jharkhand,Report No. 3 of 2024 : Report of the Comptroller and Auditor General of India on Solid Waste Management in Urban Local Bodies  in Jharkhand For the year ended 31 March 2022,,,Local Bodies,2021-22,https://cag.gov.in/en/audit-report/details/120274,/webroot/uploads/download_audit_report/2024/Report-No.-3-of-2024_SWM_JHR-English-(22-05-2024)-066acd68d100425.95459333.pdf,,2026-07-22T13:06:49Z,3/2024
Jharkhand,Report No. 2 of 2024 : Report of the  Comptroller and Auditor General of India on Compliance Audit for the year ended 31 March 2022,,Compliance,Social Infrastructure,2021-22,https://cag.gov.in/en/audit-report/details/120258,/webroot/uploads/download_audit_report/2024/Report-No.-2-of-2024_CA-2021-22_Jharkhand_English-(06-05-2024)-066acd34476f976.24800998.pdf,,2026-07-22T13:06:49Z,2/2024
Jharkhand,Report No. 1 of 2024 : Report of the  Comptroller and Auditor General of India Compliance Audit (Revenue)  For the year ended 31 March 2021,,Compliance,Taxes and Duties,2020-21,https://cag.gov.in/en/audit-report/details/120240,/webroot/uploads/download_audit_report/2024/Report-No.-1-of-2024_CA-Revenue-2020-21_English-(26-04-2024)-066accead3cbdd3.13278225.pdf,,2026-07-22T13:06:49Z,1/2024
Jharkhand,Report No. 3 of 2025 - Report of the C&AG of India on Performance and Compliance Audit - civil for the year ended 31 March 2023,,Compliance,Environment and Sustainable Development,2022-23,https://cag.gov.in/en/audit-report/details/122619,/webroot/uploads/download_audit_report/2023/Report-No.-3-of-2025_Civil-Jharkhand_English-(03-07-2025)-068ac5059cbc661.15706087.pdf,,2026-07-22T13:07:11Z,3/2025
Jharkhand,Report No. 3 of 2023 - Report of the Comptroller and Auditor General of India on Direct Benefit Transfer in Jharkhand For the year ended 31 March 2021,,,Social Welfare,2020-21,https://cag.gov.in/en/audit-report/details/119516,/webroot/uploads/download_audit_report/2023/Report-No.-3-of-2023-DBT-English-065841f5b7ee736.94562656.pdf,,2026-07-22T13:07:31Z,3/2023
Jharkhand,Report No. 2 of 2023 - Report of the C&AG of India on State Finances Audit Report for the year ended 31 March 2022,,Financial,Finance,2021-22,https://cag.gov.in/en/audit-report/details/119021,/webroot/uploads/download_audit_report/2023/SFAR_Report-No.-2-of-2023_JHR_English-(07-08-2023)-064d1f28e697a88.18674647.pdf,,2026-07-22T13:07:41Z,2/2023
Jharkhand,Report No. 1 of 2023 - Report of the C&AG of India on Performance and Compliance Audits for the year ended 31 March 2021,,,Local Bodies,2020-21,https://cag.gov.in/en/audit-report/details/118997,/webroot/uploads/download_audit_report/2023/Report-No.-1-of-2023_CA_Jharkhand_English-(27-04-2023)-064ccf54a8d3541.52558827.pdf,,2026-07-22T13:07:41Z,1/2023
Jharkhand,Report no. 1 of 2025 - Report of the C&AG on Integrated Financial Management System in Jharkhand (IT Audit - Civil),,,Information and Communication,2021-22,https://cag.gov.in/en/audit-report/details/122635,/webroot/uploads/download_audit_report/2022/Report-No.-1-of-2025-IFMS-in-JHR_English-(08-03-2025)-068ac55c7bf0127.94924518.pdf,,2026-07-22T13:07:53Z,1/2025
Jharkhand,Report No. 6 of 2024 : Report of the Comptroller and Auditor General of India on  Welfare of Building and other Construction Workers,,,Social Welfare,2021-22,https://cag.gov.in/en/audit-report/details/121600,/webroot/uploads/download_audit_report/2022/Report-No.-6-of-2024_WBOCW_JHR_English-067c1a0ef0565c2.98731140.pdf,,2026-07-22T13:07:57Z,6/2024
Jharkhand,Report No. 5 of 2024 : Report of the Comptroller and Auditor General of India on  Welfare of Building and other Construction Workers,,,Social Welfare,2021-22,https://cag.gov.in/en/audit-report/details/121586,/webroot/uploads/download_audit_report/2022/Report-No.-6-of-2024_WBOCW_JHR_English-067c19efa658e42.60153769.pdf,,2026-07-22T13:07:57Z,5/2024
Jharkhand,Report No. 5 of 2024 : Report of the Comptroller and Auditor General of India on Performance Audit of Public Health Infrastructure and Management of Health Services in Jharkhand,,Performance,"Education, Health & Family Welfare",2021-22,https://cag.gov.in/en/audit-report/details/121570,/webroot/uploads/download_audit_report/2022/Report-No.-5-of-2024_PA-on-PHIMHS_JHR_English-067c19ba7db7b26.59719569.pdf,,2026-07-22T13:07:57Z,5/2024
Jharkhand,Report No. 2 of 2022 - State Finances Audit Report of the Comptroller and Auditor General of India  for the year ended 31 March 2021,,Financial,Finance,2020-21,https://cag.gov.in/en/audit-report/details/116905,/webroot/uploads/download_audit_report/2022/SFAR 2020-21_Report No. 2 for 2022_English_(31-5-2022)-062f364d5a0b367.07499773.pdf,,2026-07-22T13:08:58Z,2/2022
Jharkhand,Report No. 3 of 2022 - Report of the C&AG on Implementation of Rural Electrification schemes in Jharkhand for the year ended 31 March 2020,,,Power & Energy,2019-20,https://cag.gov.in/en/audit-report/details/116726,/webroot/uploads/download_audit_report/2022/Report No. 3 of 2022_IRES 2019-20_English_(25-6-2022)-062f10466813bb3.42642350.pdf,,2026-07-22T13:08:58Z,3/2022
Jharkhand,"Report No. 1 of 2022 - Report of the C&AG on General, Social, Economic and Revenue Sectors including SPSEs for the year ended 31 March 2020",,,"Education, Health & Family Welfare",2019-20,https://cag.gov.in/en/audit-report/details/116708,/webroot/uploads/download_audit_report/2022/Report No. 1 of 2022_SPSEs 2019-20_English_(28-04-2022)-062f0fdfd641c54.77188665.pdf,,2026-07-22T13:08:58Z,1/2022
Jharkhand,Report No. 3 of 2021 - Report of the C&AG on District Hospital Outcomes in Jharkhand for the year ended 31 March 2019,,,"Education, Health & Family Welfare",2018-19,https://cag.gov.in/en/audit-report/details/115562,/webroot/uploads/download_audit_report/2018/Final JHK-District Hospital 2018-19_English-06231b6744648c7.93661481.pdf,,2026-07-22T13:09:39Z,3/2021
Jharkhand,"Report No. 2 of 2021 - State Finances, Government of Jharkhand for the year ended 31 March 2020",,Financial,Finance,2019-20,https://cag.gov.in/en/audit-report/details/115296,/webroot/uploads/download_audit_report/2021/SFAR 2019-20_Report No. 2 of 2021_English-061c58e083a1dc3.08904230.pdf,,2026-07-22T13:09:48Z,2/2021
Jharkhand,"Report No. 1 of 2021 - General, Social, Economic and Revenue Sectors including PSUs, Government of Jharkhand for the year ended 31 March 2019",,,Industry and Commerce,2018-19,https://cag.gov.in/en/audit-report/details/114291,/webroot/uploads/download_audit_report/2021/Report No. 1 of 2021_PSU 2018-19_English_24-7-2021-06139e0d177ae90.54672326.pdf,,2026-07-22T13:10:13Z,1/2021
Jharkhand,"Report No. 3 of 2020 - State Finances, Government of Jharkhand for the year ended 31 March 2019",,Financial,Finance,2018-19,https://cag.gov.in/en/audit-report/details/110725,"/webroot/uploads/download_audit_report/2018/Report 3 of 2020 SF 2018-19, Jharkhand, Eng-05f71ad80efb234.82750694.pdf",,2026-07-22T13:10:58Z,3/2020
Jharkhand,"Report No. 1 of 2020 - Revenue Sector, Government of Jharkhand for the year ended 31 march 2018",,Financial,Transport & Infrastructure,2017-18,https://cag.gov.in/en/audit-report/details/110685,"/webroot/uploads/download_audit_report/2017/Report 1 of 2020 RS 2017-18, Jharkhand, Eng-05f6c86e2410dd7.40400418.pdf",,2026-07-22T13:10:58Z,1/2020
Jharkhand,"Report No. 2 of 2020 - General, Social & Economic Sectors, Government of Jharkhand for the year ended 31 March 2018",,,Agriculture and Rural Development,2017-18,https://cag.gov.in/en/audit-report/details/110667,"/webroot/uploads/download_audit_report/2017/Report 2 of 2020 GSES 2017-18, Jharkhand, Eng-05f6c7ef871cbb3.88824404.pdf",,2026-07-22T13:10:58Z,2/2020
Jharkhand,"Report No. 1 of 2019 - State Finances, Government of Jharkhand for the year ended 31 March 2018",,Financial,Finance,2017-18,https://cag.gov.in/en/audit-report/details/110707,"/webroot/uploads/download_audit_report/2017/Report 1 of 2019 SF 2017-18, Jharkhand, Eng-05f6d859385e193.61786663.pdf",,2026-07-22T13:11:22Z,1/2019
Jharkhand,"Report No. 4 of 2018 - Public Sector Undertakings, Government of Jharkhand for the year ended 31 march 2017",,Compliance,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/48756,/webroot/uploads/download_audit_report/2018/Report_4_of_2018_Public_Sector_Undertakings_Government_of_Jharkhand.pdf,,2026-07-22T13:12:14Z,4/2018
Jharkhand,"Report No. 3 of 2018 - General, Social and Economic Sectors, Government of Jharkhand for the year ended 31 march 2017",,,Social Welfare,2016-17,https://cag.gov.in/en/audit-report/details/48590,/webroot/uploads/download_audit_report/2018/Report_No_3_of_2018_General_Social_and_Economic_Sectors_Government_of_Jharkhandr.pdf,,2026-07-22T13:12:14Z,3/2018
Jharkhand,"Report No. 2 of 2018, State Finances, Government of Jharkhand for the year ended 31 march 2017",,Financial,Finance,2016-17,https://cag.gov.in/en/audit-report/details/46490,/webroot/uploads/download_audit_report/2018/Report_No_2_of_2018_-_State_Finances_Government_of_Jharkhand.pdf,,2026-07-22T13:12:27Z,2/2018
Jharkhand,"Report No. 1 of 2018 - Revenue Sector, Government of Jharkhand for the year ended 31 march 2017",,Financial,General Sector Ministries and Constitutional Bodies,2016-17,https://cag.gov.in/en/audit-report/details/46357,/webroot/uploads/download_audit_report/2018/Report_No_1_of_2018_-_Revenue_Sector_Government_of_Jharkhand.pdf,,2026-07-22T13:12:27Z,1/2018
Jharkhand,"Report No. 2 of 2017 - Public Sector Undertakings, Government of Jharkhand for the year ended 31 march 2016",,Compliance,General Sector Ministries and Constitutional Bodies,2015-16,https://cag.gov.in/en/audit-report/details/33120,/webroot/uploads/download_audit_report/2017/Report_No.2_of_2017_-_Public_Sector_Undertakings_Government_of_Jharkhand.pdf,,2026-07-22T13:13:11Z,2/2017
Jharkhand,Annual Technical Inspection Report of 2017 - Local Bodies Government of Jharkhand for the year ended 31 march 2016,,,Local Bodies,2015-16,https://cag.gov.in/en/audit-report/details/33087,/webroot/uploads/download_audit_report/2017/Annual_Technical_Inspection_Report_of_2017_-_Local_Bodies_Government_of_Jharkhand.pdf,,2026-07-22T13:13:11Z,
